reviews,sentiments,ratings
"Nice product from Samsung phone
Customize design
Perfect size
Battery backup perfect
Camera good
Thank you Flipkart",Super!,5.0
Overall nice performance of this mobile,Must buy!,5.0
Awesome samsung galaxy F34 5G mobile nice experience battery life is nice,Classy product,5.0
"Camera is excellent for this price , but there's a lag in performance",Really Nice,4.0
overall a goot mobile phone for a responsible person who use mobile as a mobile not as a video game or as a tool to ignore his unemployement.,Fabulous!,5.0
Excellent phone for the price. UI is clean and buttery smooth glitch free. User experience is very satisfactory.,Worth every penny,5.0
"Pros
1.Display is good 120 hz amoled panel
2. Battery backup is also good it lasts more than one full day for me and I will not play games much
3. One UI is also good compared to all other mobiles except iOS..
4. Design is also good with glass protection on front and decent plastic on back, I liked the Design personally, but the camera bump is high, have to use back cover..
Cons
1. As of now performance is good, but in long run I don't know how exynos processors react, let's see after 3 year...
READ MORE",Nice product,4.0
"For non gamers and high users, Everything is good except heating, fast charging and 120fps in 5g sucks",Fabulous!,5.0
"Previously I'm using light wait smartphone so when I use this phone ,I feel so uncomfortable on my pocket bcozz this phone is 210Gm,so consider this and back panel is average ,
And everything is fantastic,",Brilliant,5.0
Good phone Best Quality,Wonderful,5.0
"Even though its 6000 mah the battery performance is very bad.For even light use its not getting 1 day of battery life.
The phone heats for light use.
Samsung needs to give a software update to resolve this.",Moderate,2.0
"Camera: Rear camera is good..I loved the night mode capture...but there is only 10x zoom and quality is also not good...front camer is okay
Battery: It is promised as 2 days Battery backup but it's not
Performance: I'm not a gamer nor a heavy user..i only use for daily tasks so for that i loved the Performance
Design: Back side of the phone is very classy but it's l'll heavy
Display: Loved it
I loved the features...overall it's a good phone 👍",Delightful,4.0
Amazing camera,Terrific purchase,5.0
"Superb quality...
Display quality
Camera quality
Performance all are good...",Great product,5.0
Battery drains quickly 😫 disappointed with this mobile.,Moderate,2.0
Super 👍,Awesome,5.0
Camera quality is good .👌,Good,3.0
This phone has some severe heating and battery drainage issue. I have been using Samsung for more than 9 years now but this phone is worst. Exynos is a heater not a processor!! And phone is not thin. Don't waste your money.,Does the job,3.0
Display and camera good. Little heating issue..and processor bit slow.,Decent product,3.0
Best Phone in this Budget..,Value-for-money,4.0
Nice mobile nice function everything is good but with adaptor it's very expensive...,Wonderful,4.0
"All good but it gets a little too hit fast. The camera is also good, but I didn't notice any difference in the night camera. Besides, I saw that everything was fine. I have been using it for a week. Now let's see how long this phone lasts.",Good quality product,4.0
camera is excellent at this price range. Performance is smooth and little bit heating issue. Heating problem can be solved with security udapates. Overall review: just buy this phone if looking under 20k,Really Nice,4.0
"Review after 1 week of use :

1. After setting up the phone it will upgrade to OneUi 6 with Android 14.
2. No heating issue as I use my phone in direct sunlight for 3-4 hours.
3. Display is really good.
4. Battery last for the full day. I'm using my old phone charge which was of Mi 33w. So it charges little quick.
5. Camera is okayish.

Cons:
1. Stereo speaker could be provided
2. Can't go above 1080p",Worth the money,4.0
Awesome budget mobile,Value-for-money,4.0
All rounder Mobile,Pretty good,4.0
It's very good product camera is very good with ois,Brilliant,5.0
"Great Display, Good battery Backup....Good phone with this price...",Worth every penny,5.0
"In this price range, a fantastic phone. Don't think twice before buying it if you are a casual user. Just go for it. If you are looking for a phone for your parents or seniors, you can definitely go with it.
Even you can also use it if you are a casual user not a core gamer..",Worth every penny,5.0
"Camera 9/10
Sound 10/10
Noise cancelation 10/10
Display 9/10
Battery 9/10
Value of money product for me no heating issue no hanging issue
Night camera is amazing
Low light photo is also really good",Terrific,5.0
Awesome 📷,Super!,5.0
"Mobile is good 😊
Camera is awesome
Heats sometime may be due to the processor flagship mobiles also heats don't wworry",Terrific,5.0
"Writing this after using it for 15 days...
A good and decent mobile in this price range. Performance is good without any lag. No idea about gaming but it would be best for normal use.
🔋Battery (4/5) - Takes abt 2 hrs for full charging
📸 Camera(4/5)- Best in this range; night shots are awesome.
🔊Sound quality (5/5) 🔥
📶No problem in network connectivity! Smooth settings and display!

A petition to samsung to give charger along with mobiles🥲😅!!!",Best in the market!,5.0
*Nice* *Mobile*😲,Classy product,5.0
"Camera 100%
Battery 100%
Display 100%
Performance 100%
Design 60%
Giving rating after 7 day's use 👍 almost good
But charger adepter should be provid with box that is minus point only 🙄",Awesome,5.0
"Good phone at 15k. Loved the 120Hz display.
6GB RAM feels sluggish at times.",Terrific purchase,5.0
"I use S21 FE and purchased F34 for my mother.

I found the screen quality, General day to day operation almost the same as like S21 FE, the difference is only when we hold the phone it is quick heavier.

But the phone is good.",Great product,5.0
"Superb camera
Battery optimisation is a bit high
Heats a bit during the time of charge
Overall the performance it gives is up to the mark if you use it for daily basis 😉🙂🙂🙂",Awesome,5.0
"Boleto paisa vasool ,perfect product at this price range ,camera and display is very good , I gave 5/5 to camera and display😊",Excellent,5.0
"Awesome display
Neat camera quality
Best battery performance
Worth for 15K",Fabulous!,5.0
Awesome purchase 😎,Terrific purchase,5.0
Gets heated up,Just wow!,5.0
Good phone at this price range,Great product,5.0
Very Nice product. I'm fully satisfied with this product.,Wonderful,5.0
Very good phone from samsung display is awesome,Best in the market!,5.0
"M34 5g vs f34 5g both same. Go for Samsung f34 5g ........If you buy from flipcart.....

I really tell its amazing mobile....

I really love it.......",Worth every penny,5.0
"Photo quality, prformence, security, batery backup all are excellent.",Awesome,5.0
"Display: 👌
OS/UI experience: 👌
Connectivity 👍
Battery Backup 👍
Sound Experience 🥱
Performance 🥱
Camera 👎

Overall 4/5 for this budget.",Pretty good,4.0
Best phone in this price range 👍,Delightful,4.0
"1. Great Display
2. Good Camera
3. Battery backup last 1 day
4. Performance is very good.
5. Value for money.",Value-for-money,4.0
Brilliant phone with all the specifications in a medium budget definitely a go ahead without any doubt.,Best in the market!,5.0
handset is goo but camera not good....,Just okay,3.0
Great. 👍🏻,Delightful,4.0
"Camera is Fabulous I bet Samsung will not disappoint you, performance is average i would say but battery and UI will keep you with this phone and of course the software update support of 4 years",Mind-blowing purchase,5.0
"Budget phone with 5g, good display, gorilla glass5 ,big battery. Inclusion of Charger and back cover would have made the deal, more lucrative.",Terrific purchase,5.0
Thank you Flipkart,Just wow!,5.0
useless phone network connecting issue in every time waste of money,Unsatisfactory,1.0
Prodect heating problem not solved,Worthless,1.0
Product is not according to feature displayed. 6000 mah battery is still not sufficient for the full day usage. It drained sharply. It is not recommendable from my side to anyone.,Hated it!,1.0
Phone heat a lot and battery draining is so fast even 5nm processor but their is no use and their is no return policy,Utterly Disappointed,1.0
Display britness high,Very poor,1.0
"This phone is good
But heating problem
Night camera is good
Day camera is not good
Return policy is not available
🙂😢😢🙏🤔🤔🤔🤔😢😢😢",Nice,3.0
Good display and battery backup,Value-for-money,4.0
Excellent look and mobile in this price,Fabulous!,5.0
Used this phone for more than one week one thing is sure that it's not camera centric phone. If u r looking for overall package under 20k u can go for it in sale for 15/16k.,Good choice,4.0
Best phone in this price,Best in the market!,5.0
Good mobile,Highly recommended,5.0
Front camera can be better.,Very Good,4.0
Nice mobile,Decent product,3.0
Good mobile,Great product,5.0
"Betri is drain quickly in 5g network , minor heating not mejor, finally superb phone 4/5",Good choice,4.0
Heating,Horrible,5.0
"Nice phone. battery backup is great,nice display,",Just wow!,5.0
Poor performance,Did not meet expectations,1.0
Overall good phone,Very Good,4.0
Verry nice product,Worth every penny,5.0
Over all Very Good product Osm Camera and battery like it 👍👍,Decent product,3.0
Great phone but charger is not included in the box,Mind-blowing purchase,5.0
"It's look similar good to me.... camera quality 👌.. easy to handle lightweight , allover nice product.",Nice,3.0
"Their is no one thing for which I am satisfied. Preformance of this product is very bad.After 5 samsung mobile used, this device gave a worst
Experience, so no more samsung",Horrible,1.0
"Overall good phone
1- good sound quality 5/5
2- good display 5/5
3- decant camera 3/5 (not bad much better then average but don't expect like Samsung's and iPhones like)
4- good battery 5000mah 4/5 (quite good battery backup fast charging out of the box)
5- good processor mdt dimensity 8300 ultra 5/5 ( gaming beast lag free on every game like bgmi/ cod/ mlbb/ Genshin Impact / coc idk other game i play only this 5games daily).
[LPDDR 5x and ufsufs4 storage, game turbo mode, and Wild Boost 2...
READ MORE",Terrific,5.0
This is a true flagship killer,Mind-blowing purchase,5.0
Ok but when I will charge the phone but full heated. overall I like it .gaming performance is awesome,Worth the money,4.0
"Probably the 1st to Review, about the phone I have no words to describe as it says it is a flagship killer, Poco has offered their customers to experience a premium like phone as of Samsung S series. The performance and the display of the phone is just awesome. The only con of the phone is its camera, rest if anyone is looking for gaming and multitasking phones then there is no other option than buying a Poco X6 Pro.",Excellent,5.0
"Very strong performance phone. Good for medium usage. Gaming and Office work is more suitable. Camera is normal.
Virtual Proximity Sensor is a disaster. Keep in mind if you are serious about it.",Mid Range performance phone.,5.0
"Camera lover don't buy this phone.

Game lover must go with this....",Good,4.0
GooD Product,Fabulous!,5.0
Switching smartphone from a 10k one to 27k one is definitely a good Feeling 😁💫,Terrific purchase,5.0
Great job done by POCO. Again it's time to capture Indian market. Everything looks good like phone.,Wonderful,5.0
"Was bit sceptic about the camera before buying, but trust me guys it's good enough for daily social media life, on other hand it provides godly performance because of the processor. I can definitely call this mobile true flagship Killer after Poco f1... True successor 🔥",Simply awesome,5.0
"After usage of 10 days my opinion towards this phone is that it truly justifies the budget. Performance is flawless. Network connectivity 5g very good. Auto switches between 4g to 5g. Display is good and 120hz works well. Media consumption will never disappoint you. HDR 10+ works fine. Yes, Curved display is missing. Sound output is loud and clear and performs better than realme phones. Gaming... No doubt this phone is built for gamers. Yes, Battery drains a little fast but 67W fast charger c...
READ MORE",Delightful,4.0
"Got it yesterday and writing my initial impressions
First of all let's address the elephant in the room processor and it's performance I would say just great phone is very smooth.
About display man it's beautiful really amazing and the speakers are loud and amazing.
Now let me give this line to mention the haptic it deserves the special mention for how good it is it's just great.
Now I would talk much about battery since it's just second day with this phone I'm testing this phone intensely s...
READ MORE",Brilliant,5.0
"Reviewing for 512 GB storage variant,Great at multitasking and performance.... Below average at camera... But that's something you can compromise with... because except camera it's amazing in performance display battery department... At this price.....truly a successor to POCO F1",Just wow!,5.0
"Great performance , great display and great for gaming. Camera is not the best but does good. But the 5000 mh battery doesn't feel like 5000. You need to charge the phone twice a day if u are a gamer.",Wonderful,4.0
"Pros
charging time is excellent
battery is good enough
display is the best you can get at this price range
performance is the best
5g works great
call quality, mic and speakers are good enough
fingerprint sensor is best imo

Cons
battery drains quite fast while doing heavy task like intensive gaming or watching 4k videos
camera is sub par
too much bloatware sigh
phone heats way more than expected in bgmi even at smooth 60 fps it gets really hot that i had to blow air out of my own mouth no ...
READ MORE",Wonderful,4.0
"Best gaming mobile
Camera is decent 😄
Powerfull mobile it's all rounder 👍🏻
Excellent 👌🏻",Great product,5.0
"Nice design, Performance best, Battry and camera decent but disply and software performance best in the price segment.",Mind-blowing purchase,5.0
"First of all i would like to say about performance, its very good and very smooth. Good for heavy usage. No worry to work for office.
Design and look is great and very handy phone. Display is fantastic. Battery need more optimize. Camera is also decent like normal but we have much more features of camera inside the app. Thanks to POCO and flipkart for providing this flagship smartphone. ❤️",Brilliant,5.0
This is the first review and I should say I just loved this device and it's performance 😍❤️,Terrific purchase,5.0
"Pros:

1) Great Performance: The phone handles multitasking and demanding apps with ease. Whether browsing, streaming, or using productivity apps, everything runs smoothly.
2) Nice Display: The display is vibrant and sharp, making it a pleasure to watch videos and play games. The colors are rich, and the brightness levels are more than adequate for outdoor use.
3) Battery Life: The battery life is good, lasting about a day on a single charge with moderate use. Does not overheat..
4) Good Came...
READ MORE",Terrific purchase,5.0
Best in the Market. So happy...,Great product,5.0
"Battery lasted longer than my first relationship
(2 days). Listening to arijit singh songs on full volume
since then still isn't getting over. Has more warmth
than her. unlike her there's two way communication here as the
The camera is very well optimised. fingerprint unlock is nice as it only opens up to me. 5 stars for this
-1 for Aiman",Delightful,4.0
"What a superb phone it is, fastest I have ever used, MTK D8300U is the ultimate predator in this price range. Ordered 12/512 GB.
Will update about firmware, camera performance later",Best in the market!,5.0
"After using it for almost a month, i really like the phone, whether being it's snappy performance or lustrous display,rich audio. All are as said in the reviews,top notch,batter drain isn't worse but could have been batter, lasts 5 hrs sot, thanks to the incredible bundled fast charger doesn't make it seem like a big con. Yes all who purchased this phone have already convinced ourselves that we aren't gonna get flagship level camera but after buying this phone especially in this silky display...
READ MORE",Good choice,4.0
"Review after 54 days.
It is the best phone according to the price.
Camera 4/5 (price range)
Performance 4/5
Build quality 3/5
HyperOS 3/5
My unit does not have battery drain and heating issues.",Nice product,4.0
"This is honestly the best midrange phone in the market. The only shortcomings are in the camera department, but in my personal opinion it actually clicks good photos. Of course not on par with the flagships of iphone and samsung. But still relatively speaking for the price, it's good.
Performance wise it's godly. The best phone for mobile gaming. Speakers are great. Haptic feedback is good. Battery and charging good. It charges to full within 45 min or so for me.
Design is meh. It's not bad....
READ MORE",Super!,5.0
"Poco the brand which is known as flagship killer
And they proved once they're the best in the market
From fan of poco f1 till it gives best performance
Camera 📸 needs to be improved and little bit battery drain is noticeable and this time they gives amoled which is best 🔥",Must buy!,5.0
"Camera:-pictures Getting blur,i think it's an ois sensor issue....but not at all times sometimes only

Battery:-if you are a bgmi player...you just have only 3.5 or 4 hours... without bgmi you will get 6 or 9 hours playtime

Display:-Simply awesome 💯🤑🤑

Design:-uniq design with leather🤑🤑

Performance:- unleashed performance 🤯🤯🤯i never seen these smoothness high graphics actually iam fan of snapdragon processor but unfortunately I get these poco x6 pro but guy's it worth to buy... trus...
READ MORE",Best in the market!,5.0
Heating issue is there while normal use.,Decent product,3.0
"Actually it's a good performance device, people only defame POCO.
Value for money, I'm happy with the device.
I also have an iphone 15 pro which heats a lot at time of gaming.
Heat issues are a common factor when it comes to performance",Pretty good,4.0
"Powerful gaming phone with awesome display Amazing sound quality and Nice Camera.
I'm happy with my new phone ☺",Awesome,5.0
My new mobile battery drain issue,Unsatisfactory,5.0
"Very good performance, camera is ok not very good, BGMI performance is fantastic",Highly recommended,5.0
"Very smooth, very faster⚡, camera above the avarage. It can handle any game. Hyper OS is almost 99% similar as MIUI, No difference. But it's lite. Sound quality extraordinary. Definitely Flag ship mobile",Mind-blowing purchase,5.0
"Should have come with
IP 68 rating,
headphone jack support
or
at least 3.5mm jack to type c adapter and
sd card slot.
Camera needs a lot of improvement.",Value-for-money,4.0
Good device but hitting issue,Good choice,4.0
"This is the best phone in this price segment.
pros
1. best chipset
2. best display
3. best battery backup
4. best gaming performance
5. Above average camera (front camera)
cons
1. Average camera (rear camera)",Mind-blowing purchase,5.0
"Proformanc supar
Battery awesome
Os jabardast
Camera average
Speed supar
Speaker good
Overall this is perfect phone for multitasking and gaming
And 12/512 modal supar value for money
I m happy 4.5 out 5
.5 cut only for camera",Excellent,5.0
Don't think about the x3 series and the past experience. Go for x6 pro and seize it. It's a great value for money with decent camera,Highly recommended,5.0
"If you are a camera lover please don't buy this mobile.
Day to day usage it is very good
First 2 days my battery drained very fast I don't understand the issue even phone is idel at that time also it has reduced 10 -15 %
I turned off the background sync and I reduced the screen refresh rate to normal then it is fine but not expect more than a day.
Display is very good
The processor is very good but os updates are required to more sustainable
Overall if you are looking for a good processor and...
READ MORE",Nice,3.0
"I'm using this phone for the last 1 week and the camera is pretty good, charging is real quick whereas the battery drains very fast... Gaming experience is of another level.. No heating issue at all and performance is really fantastic... I am just loving this phone😍😍❤
Battery backup- 3/5 however charging- 5/5
Front Camera- 3.5/5 Back Camera- 4/5
Performance - 5/5
Gaming experience- 5/5
Video quality/ sound quality- 5/5
Design- 4.5/5",Wonderful,5.0
Every thing is good in this mobile I am using until 1week no issue I loved this phone I don't care what other things.. 😏 and this device support only 90fps it can't 120 fps please poco owner give a update for 120 fps gaming please🙏,Pretty good,4.0
"Battery 🔋 Drain automatically, why I don't know But Display and Performance top notch...
Pls push the Update and fix to Battery problem.
Overall Best Performance Phone in this Price range.",Value-for-money,4.0
Best in this price segment,Nice product,4.0
"I dont know why other people gloryfying this phone. I have used a lot of redmi mobiles. Thats why i chose poco this time because its the rebranded version of redmi phones. I bought the 12/512 model.But after i start to use this phone my expectations were totally broked. These are the main issues i found in my model

1. Battery draining is more. Even though normal use. Not lasting even for a day
2. There is major stuttering and smudged visuals during video playback. This happens even on camera...
READ MORE",Expected a better product,2.0
"Poco did poco Really awesome performance, best gaming phone",Perfect product!,5.0
"As i expected, everything is good, I'm happy with the phone.
Love the camera",Mind-blowing purchase,5.0
Bgmi.super fast device so nyc thank you Flipkart 😎,Terrific purchase,5.0
"Truly a flagship killer smartphone. Overall value for money after considering all its specifications at this price point.
1. Android 14 out of the box (+3 years Android update
2. 4nm Processor having high antutu score around 1.4 million
3. RAM extension (upto extra 8gb) from Internal Storage (UFS 4.0 type)
4. 1.5K 120 Hz Amoled Display
These are some good features of this phone",Brilliant,5.0
Nice display and super fast prosessor and battery 🔋🔋🔋 backup nice camera us 🌝,Mind-blowing purchase,5.0
"I've been using it since last two weeks,

the performance is exceptionally good, courtesy of the flagship d8300 ultra processor, it's a beast,

battery back up is good with moderate usage, gets some time to get accustomed to the hyperos and the UI,

Camera is also good enough, with some experimenting around with the camera, you can get some stunning shots,

Bought the phone for performance and performance it delivers till now, (will update rest sometime later after using more out of the de...
READ MORE",Wonderful,5.0
This is amazing phone at this price point. Buy it for performance not for camera.,Super!,5.0
"12gb ram and 512gb storage, you're crazy if you dont put in the extra 2k and get that version for your x6 pro.
Battery is sipped like a milkshake by the phone in performance mode with 120hertz refresh rate enabled.
If you game for 2hrs, battery goes down to 60% lol but its ok, the charger is 67w and will boost it back up in 20mins.",Terrific purchase,5.0
Only battery draining fast problem but overall performance good...,Decent product,3.0
"Mobile is fast and has good camera clarity for the price but a little bit of a heating problem I am facing.. Other than that it's good..
Thanks flipkart",Fabulous!,3.0
"Battery performance is very poor, it's draining too fast, overall good phone but only problem is battery draining",Decent product,3.0
I like phone performance but battery drain fast,Decent product,3.0
"I really loved the design and performance but sadly it does have overheating issues and battery drains every now and then. Calls get disconnected randomly. Sometimes I'm not able to hear other person.

Poco has come a long way, they just need to take care of few other things and work their way up.",Moderate,2.0
"I have been using the 12/512gb varient and the phone is very light weight and feels good in hand, but the plastic back gives it a very cheap look and feel so I use the cover, moreover the battery life is decent maybe after another week of usage, I'll be able to determine the exact screen on time. The display is really good and It's visible even in Sunlight. The front camera is the best thing in this phone, this 16mp camera takes superb shots but the rear cam is average when compared with the ...
READ MORE",Very Good,4.0
"Battery is average.

The camera is good on day lights and also good at night too.",Good choice,4.0
Over heating and battery also drain fast,Bad quality,2.0
All rounder phone,Really Nice,4.0
The phone is superb in performance. But the only cons in this phone is battery backup. If you are a hardcore gamer than never think that you can get more than 5hr of battery backup.,Value-for-money,4.0
It's soopper for this price segment thank you Flipkart ❤️,Delightful,4.0
"Good smartphone in this price range
Display and touch very good
Stereo speaker sound rating 3/5
Battery backup good
Charging speed very good
No heating issue in normal use
But Samsung One Ui is always winner",Very Good,4.0
"I purchased this phone for normal usage as for this price specifications were outstanding. Two things are disappointing about this phone, one is battery and the other is the heating. The battery drains fast even at idle and the phone heats for no reason. I am charging 2 times a day with normal usage. I have not played any games so far.",Worth the money,4.0
Improved camera,Wonderful,4.0
"The product is so good..
I like mobile display so much..
And no doubt proccecer is so powerful 😃",Pretty good,4.0
Performance is very good.. But thist phone have battery backup is not good and also heating issue,Does the job,3.0
"Battery drains very fast. Biggest negative is battery drain. Camera section needs to improve. After taking a picture, for few seconds the image freezing without processing",Just okay,3.0
All good👍 value for money,Awesome,5.0
"Pros:
* Powerful processor
* Good display. Feels smooth and responsive.
* Takes about 40 mins for 0 to 100% charging
* 3 major updates and 4 years of security updates
* Very light
* Very good pricing for specs provided (only for gamers)

Cons
* Heating during gaming: I played fortnite 60fps and temp reached 45 C but when I removed back cover the temp dropped to 42 C which is still very high.
* Battery drains very quick

This will be the best phone for gamers in 25k-30k price range if Poco sol...
READ MORE",Good choice,4.0
I am happy 😊,Awesome,5.0
awesome for gaming,Highly recommended,5.0
Very good poco x6 pro mob,Just wow!,5.0
"Camera is good, not excellent.
Battery performance is good, some heating issues while charging or gaming.
This is a gaming phone, so performance is superb.
If you are looking for a gaming phone then go for it.",Worth every penny,5.0
"Pros:
1) Nice crisp display, stereo loud Dolby Atmos speakers
2) Light weight (than it's earlier models)
3) It compute power is top notching Thanks to MediaTek Dimensity 8300 SOC, UFS 4.0, LPDDRX5 RAM
4) NFC

Cons:
1) No FM Radio,
2) No 3.5 MM jack port
3) Camera can be improved (both the sides)
4) Heating issue while Gaming/Benchmark run, fast battery draining",Best in the market!,5.0
"For regular usage it's only downside are it's camera,slight heat and just a little bit fast battery drain...then again our normal room temperature is 40 degrees nowadays so it's completely natural otherwise everything is perfect..too good performance wise.",Great product,5.0
"Camera is ok. Performance is the best in the segment, no words, true flagship killer. Battery backup is better after update but still feels like it drains faster. Even though the body made with plastic it's still looks premium. In hand feel is so good. Best phone in my opinion.",Awesome,5.0
"Yes, I liked Poco X6 Pro...
Pros:
1. Excellent performance.
2. Best gaming in the range
3. Good Battery back up..barely goes below 50% in normal usage for 10-12 hours..
4. Fast Charging..
5. Minimal heating in normal games..

Cons:
1. Average Camera...but can be substituted by 3rd party apps..
2. Calling sensor not good...keeps on turning on the screen..",Super!,5.0
Superb flagship killer phone comes with mid range price. Hyper OS handles all tasks very well. Display bezels ratio is 94.27% almost bezel less. 512 gb storage recommended. Grey colour gives prime look. Only issue is hard to find exact tempered glass and back cover.,Must buy!,5.0
Worthy mobile at this budget range and storage will be a big plus!! Go for 512 GB variant,Just wow!,5.0
"12/512gb, dimensity 8300 ultra awesome processor with nice battery life feature. Camera also good. Front display fingerprint works good.
Overall I got all great features within 26200 only.
Turbo fast charging very nice features after processor and yes Very important this is my 6th mobile and past 15 years I never played games in mobile. I also have oneplus 11 but here I will never compare it because along with features money also matters.",Terrific purchase,5.0
"The display is very good and the phone is very light. Thank you Poco company, you have given us a very good phone, I am deeply grateful.",Just wow!,5.0
"It's a beast. Truly it was. In every aspect. It simply cruises into every task, irrespective of how hard it is, and comes out with ease. It's cool all the time. It has silky soft touch display. With 3 more OS updates and 4 years of security updates to come, it's a steal to have this mobile, which surpasses any flagship, with it's robust performance. Hope the deficit in the performance of camera gets perfect, with the firmware updates to come.",Fabulous!,5.0
"Please use gcam and see the camera results ✌🤗
Nor",Wonderful,5.0
"Rear and selfie Camera is beautiful in all aspects, capture natural colors. Stabilization is good while taking videos.
Display is top notch, performance is good no doubt about it.
Charging speed is awsum. It is very handy, lightweight. Battery backup is good too. Design is beautiful. I still use poco F1 but now I can say it's successor is finally dere. You can delete pre installed apps that's a new one. In display fingerprint is lighting quick and smooth, There are better customizatioms as ...
READ MORE",Highly recommended,5.0
"Osm Display 😍
Performance is top notch
Camera average
Front camera actually good
Iam facing Battery 🔋issue
Battery drains fast
Performance is first priority then go for it
I just buy this product for BGMI It's run very smoothly
Just loved it 😍",Good choice,4.0
"I will review it based on 5 criteria
1) Camera- above average, not very excellent but not bad also.
2)Battery- charging is very fast (takes about 50 mins to get fully charged) but similarly battery drain is also fast. If your use is extensive you might have to charge it 2 times per day.
3) Display- one of the best display ever, AMOLED and HDR display is one of the best i have ever seen.
4) Performance- performance is very fast due to very good processor.
Only issue is that the phone gets ...
READ MORE",Nice product,4.0
"Awesome phone, if you want performance just go for it. You will love it",Pretty good,4.0
Over heating issues in 90fps gaming and battery draining.,Slightly disappointed,2.0
"Don't think just go for it if you need a performance centric phone.
Camera is also good.
Edit - battery optimisation is really bad. Battery is draining really fast. You can play Bgmi on 90fps, using 5G mobile data, 3 hour max on full charge.",Wonderful,5.0
"Performance is satisfactory ,camera and battery is also very good. Best phone for normal use under 30k.",Terrific,5.0
"Excellent display and performance at very reasonable price. Tons of bloatware but can be deleted, so no complaints. Good battery life. Average camera. Decent UI. Go for the higher variant, difference is only 2k. Highly recommended.",Brilliant,5.0
"Pro- Excellent Display, punchi colours, smooth and fast. Performance Beast. Handles every task like butter.
Feels light in hand. The Cameras are not that bad that people thoughts. The main camera actually performs better than my earlier Redmi Note 10 pro phone.
Latest superfast Ram DDR5 and UFS 4 storage memory are take this phone in the Premium segment.

Cons- Phone feels heat when using camera and while playing games even for 10...15 minutes of use. These are winter days and if the heating ...
READ MORE",Wonderful,5.0
"1. Big issue with battery. Draining too fast - 3/5
2. Camera is below average but because of AI features come up - 2/5
3. Display is good - 3/5
4. Performance is also good - 4/5
5. Design - Attaching dust to fast around the Camera - 3/5.

Facing Frequently connection issue while gaming.

Facing issue with file manager. Not able to delete folders from the file manager.

I exchange the device two times but after going to Flipkart godown they reduce the price of device too much I don't know why...
READ MORE",Decent product,3.0
Silently Omitting a 3.5mm jack is not a good trend. The missing Micro SD card is another feature that will hurt in future.,Good,3.0
"Many reviews says
Battery issues
Heating issues
Virtual proximity sensor issue
But there nothing like this , I have using this phone for more than 7 days. My last phone was x3 but now I have x6 pro.
It's performance is truly beast.
I have been playing bgmi almost whole day, it's battey is performing very great.",Worth every penny,5.0
Heating problem nothing more,Nice,3.0
This product is awesome,Perfect product!,5.0
Great phone at this price point,Just wow!,5.0
"Phone is good. Just 3 things u need to know is battery drains fast however quick charge will charge the phone quickly, Camera is average and phone heats while gaming.",Very Good,4.0
Very bad battery performance,Moderate,2.0
Nice products and very good 📷 poco x6 pro 5g,Pretty good,4.0
The battery and camera are not good The performance is the best in this price range.,Value-for-money,4.0
"Camra / 10 me se 5
Battery 🔋/ 10 me se 6
Display/ 10/8
Gaming performance prosesor 10/10",Good quality product,4.0
Perfomance is good but what about sustained performance ? Is a pain in the brass to use this phone outdoors as it heats and drains quickly. If you stay at home or in Shimla this is a good performance centric phone for you. Do check my review on youtobe,Decent product,3.0
"Performance jod level
Display Brightness 💡✨",Super!,5.0
"Writing after using 12 days, b4 m a redmi user but 1st time shifted to poco after seeing its specs, everything is top notch in this budget 29k , Display is super, battery will last for 1day as medium hard user, performance is super fast, hyperOs is super, and comes with Android 14 and will get updates for 3 yrs and 4yrs for security updates, speakers are loud enough, processor is super fast MTD 8300ultra, charging in 40 to 45min, 5G works really fast and perfect, in hand feel is very good, ca...
READ MORE",Very Good,4.0
Beautiful display with smooth performance although weak body. But worth it. No heating issue,Worth every penny,5.0
"Good Performance
Not bad to camera
Worth for money 👍",Good choice,4.0
Heating issues,Not recommended at all,3.0
Good for gaming,Super!,5.0
"Camera 10/7
Performance 10/10
Battery🔋 10/8
Display 10/10
BGMI play in 90FPS 6 hour
Battery 0% to 100% in 40 minutes",Classy product,5.0
"The phone is awesome, specially with the inclusion of hyper os the phone become super smooth. Overall a complete package under 30k.Absloutly love the phone.",Brilliant,5.0
Best phone for Gaming and Daily Usage,Super!,5.0
THIS DEVICE GAMING PERFORMANCE ARE VERY GOOD,Awesome,5.0
"Average camera, battery and design.

Display and Performance is very good at this Price. i like it

Increases device temperature When playing games ( BGMI at high graphic settings ).

Dual Stereo speakers are very good.",Simply awesome,5.0
Outstanding performance under 30K .,Best in the market!,5.0
"Perfomance : Awesome
camera : Good but need improvement, portrait mode: excellent, front camera not good, video rcording is good
Battery : 5000 mah battery feels like 4000 mah, charging speed is very fastly
Speaker : excellent
Over all the best smartphone in this segment
It is best to buy with confidence",Wonderful,4.0
"Battery drains fast(heating too), camera is below average. Rest of the things is good enough.",Does the job,3.0
Nyc product,Brilliant,5.0
Good phone for extreme gaming 🔥🔥,Classy product,5.0
Very good mobile.,Awesome,5.0
I loved it nice phone 😍😍,Excellent,5.0
Great product. Totally worth the money . A beast under 25k . No heating issue just a little warm while playing high graphic games . Good battery backup. Good camera .buy it if ur budget is below 30k.,Great product,5.0
Looks good but camera and built quality not much good as expected,Really Nice,4.0
Super 🥳🥳🥳,Terrific,5.0
