reviews,sentiments,ratings
5Nice he bhaya comfert 100%,Nice he bhaya comfert 100%,5
5Very good value of money thanks filpcart,Very good value of money thanks filpcart,5
5Very comfortable! Fast delivery by flipkart,Very comfortable! Fast delivery by flipkart,5
5Just go with it blindly,Just go with it blindly,5
5Awesome fitting,Awesome fitting,5
5Value for money 😁,Value for money 😁,5
5Purchased second time.. because it's very comfortable and it's fabric is soft and ventilated..,Purchased second time.. because it's very comfortable and it's fabric is soft and ventilated..,5
5Very nice 👌 very comfortable,Very nice 👌 very comfortable,5
5Best product so comfy and great value for money go for it,Best product so comfy and great value for money go for it,5
"5I have been using this product since 4yrs and I am very much happy with the comfort and the quality, I have recommended to friends and family members also. Looking to try ur Tshirts also.","I have been using this product since 4yrs and I am very much happy with the comfort and the quality, I have recommended to friends and family members also. Looking to try ur Tshirts also.",5
5Good product. But my product delivered wrong address.,Good product. But my product delivered wrong address.,5
2Material is good but its elastic bad quality. It is only one wash it is shrinked. Elastic is not at all good,Material is good but its elastic bad quality. It is only one wash it is shrinked. Elastic is not at all good,2
5Very good fabric and comfortable as well in a minimal price,Very good fabric and comfortable as well in a minimal price,5
5A great quality product highly recommended.,A great quality product highly recommended.,5
5Wonderful product and very comfortable to use,Wonderful product and very comfortable to use,5
5Really love this trunk...as this is my fav colour and obvio the quality and fitting are the USP of Damensh.. must buy product it is,Really love this trunk...as this is my fav colour and obvio the quality and fitting are the USP of Damensh.. must buy product it is,5
5Too Good,Too Good,5
4Nic product👍,Nic product👍,4
4Product is amazing. Price : product should be better.,Product is amazing. Price : product should be better.,4
3Good design and strict but price is high,Good design and strict but price is high,3
5Very Comfortable,Very Comfortable,5
5Good quality products Damesch,Good quality products Damesch,5
5Love the design and quality but prices are little bitt higher than other big brands,Love the design and quality but prices are little bitt higher than other big brands,5
5Worth,Worth,5
3Fantastic Quality,Fantastic Quality,3
"1No Return or No Exchange Policy,don't Buy this product..😡","No Return or No Exchange Policy,don't Buy this product..😡",1
4Meterial are good but I suggest to all buy lycra ya modal fabric,Meterial are good but I suggest to all buy lycra ya modal fabric,4
1Very poor quality products,Very poor quality products,1
5Top class product,Top class product,5
1quality is real poor,quality is real poor,1
5Good 💯💯💯👌🫡🫡🫡,Good 💯💯💯👌🫡🫡🫡,5
3It's an Average product,It's an Average product,3
5Awesome product very comfortable to wear,Awesome product very comfortable to wear,5
5Superb quality and value for money,Superb quality and value for money,5
4The quality of the green brief is great. I'll update the review once I try the blue one. Just go for it.,The quality of the green brief is great. I'll update the review once I try the blue one. Just go for it.,4
5Good feel,Good feel,5
5Very nice experience,Very nice experience,5
4Nice product 😃,Nice product 😃,4
5Just go for it,Just go for it,5
1Third class cheap quality dont buy it,Third class cheap quality dont buy it,1
1Worst fabric dont buy it,Worst fabric dont buy it,1
5Good fabric and Nice Comfort,Good fabric and Nice Comfort,5
5Nice product ..,Nice product ..,5
1Cloth of the product is not good,Cloth of the product is not good,1
5Soo comfortable,Soo comfortable,5
"5No tension if it's damensh,love the quality,really admire the quality","No tension if it's damensh,love the quality,really admire the quality",5
5The product is very soft and comfortable.,The product is very soft and comfortable.,5
5Soft fabric. Comfortable fit. Looks good,Soft fabric. Comfortable fit. Looks good,5
5Soft material,Soft material,5
1Bad and low quality fabric,Bad and low quality fabric,1
4Very good product 👍👍🥰🥰🥰🥰🥰👍👍,Very good product 👍👍🥰🥰🥰🥰🥰👍👍,4
3Cloth is very thin but ok product,Cloth is very thin but ok product,3
1Not satisfied with the product,Not satisfied with the product,1
4Quality is good and nice product,Quality is good and nice product,4
"4According to price, it is very good product with little weak stitching at bottom.","According to price, it is very good product with little weak stitching at bottom.",4
"3No privacy pack visual both side
Material quality is normal use","No privacy pack visual both side
Material quality is normal use",3
5Great quality!,Great quality!,5
4Just awesome ☺️ Size and fitting is perfect. Colour is also very good. It's very comfortable pants. You can definitely purchase it without any hesitation 😌,Just awesome ☺️ Size and fitting is perfect. Colour is also very good. It's very comfortable pants. You can definitely purchase it without any hesitation 😌,4
5Good product iam happy,Good product iam happy,5
4Ok Good Quality Products.,Ok Good Quality Products.,4
4Fitting and febrik and cloth is osm but colour no ok colour like sky blue its balue for money,Fitting and febrik and cloth is osm but colour no ok colour like sky blue its balue for money,4
5just awesome product in this prize totally worth it ........and I just love that product fitting and size color overall makes my look so perfect thanks el cielo 🥰 iam a one of person who buy almost all colors of el cielo,just awesome product in this prize totally worth it ........and I just love that product fitting and size color overall makes my look so perfect thanks el cielo 🥰 iam a one of person who buy almost all colors of el cielo,5
5Comfortable and value for money and perfect fit love this product you should go for it,Comfortable and value for money and perfect fit love this product you should go for it,5
5Great fabric.... comfortable to wear,Great fabric.... comfortable to wear,5
"5Jhakssssss
Paisa Wasool 😊☺️❤️💛

Best Outfit For office 💞❤️","Jhakssssss
Paisa Wasool 😊☺️❤️💛

Best Outfit For office 💞❤️",5
5Value of money.,Value of money.,5
5Fits well. Fabric is comfortable to wear. Not at all itchy as found in some other brands. Goes perfectly with the Mumbai heat and local crowd. Recommended to all the users.,Fits well. Fabric is comfortable to wear. Not at all itchy as found in some other brands. Goes perfectly with the Mumbai heat and local crowd. Recommended to all the users.,5
5Thanks for flipkart l am happy,Thanks for flipkart l am happy,5
"5great quality, totally worth the money.
the packaging is great and as a costumer it is everything I would want. highly recommended,
will surely buy again from elcielo ❤
lots of love from bihar♡♡♡","great quality, totally worth the money.
the packaging is great and as a costumer it is everything I would want. highly recommended,
will surely buy again from elcielo ❤
lots of love from bihar♡♡♡",5
4Nice fitting,Nice fitting,4
4Very nice Price range super,Very nice Price range super,4
"4Fabric and colour is good, but 34 waist is actually 36 in measurements.","Fabric and colour is good, but 34 waist is actually 36 in measurements.",4
4Product good but delivery man not ok. please next time other delivery man thank you Flipkart.,Product good but delivery man not ok. please next time other delivery man thank you Flipkart.,4
4Really awesome 😎,Really awesome 😎,4
4Liked shairt,Liked shairt,4
"3Fabric quality is good Fitting also good 👍
But delivery 🚚 delayed and packaging should be better 😕","Fabric quality is good Fitting also good 👍
But delivery 🚚 delayed and packaging should be better 😕",3
"3Nice product
Good material","Nice product
Good material",3
"5Yehh today I got my product and saying to thanks alot to elcielo ❤️
And lots of Love from bhabua bihar ❣️
Special thanks to madan singh rawna for suggesting me about this product👍","Yehh today I got my product and saying to thanks alot to elcielo ❤️
And lots of Love from bhabua bihar ❣️
Special thanks to madan singh rawna for suggesting me about this product👍",5
"5Very comfortable to wear , I loved this product, very good febric","Very comfortable to wear , I loved this product, very good febric",5
5Size and quantity will be good at this price,Size and quantity will be good at this price,5
"5Affordable price, product material is good","Affordable price, product material is good",5
5Nice ☺️,Nice ☺️,5
"5Super good quality, nice pant , super comfortable thanks for seller❤️❤️❤️","Super good quality, nice pant , super comfortable thanks for seller❤️❤️❤️",5
5Nice good product,Nice good product,5
5Excellent quality.,Excellent quality.,5
5Got awesome quality of pants 💯,Got awesome quality of pants 💯,5
5Wow go for it,Wow go for it,5
5So beautiful product,So beautiful product,5
5Good look good stitch. Take 2 cm extra if you think about future.,Good look good stitch. Take 2 cm extra if you think about future.,5
5Am really excited extreme quality amazing fit 200% worthy,Am really excited extreme quality amazing fit 200% worthy,5
5Satisfaction,Satisfaction,5
5Osm product and delivery was so fast .,Osm product and delivery was so fast .,5
"5Nice pant , As I want and perfect size. Thanks 🙏🏻","Nice pant , As I want and perfect size. Thanks 🙏🏻",5
5Good product Best Quality,Good product Best Quality,5
5Fabric is good,Fabric is good,5
4Very nice pic 👍👍👍,Very nice pic 👍👍👍,4
5Best quality and best looking,Best quality and best looking,5
5Perfect fitting i loved it 💞💞💞,Perfect fitting i loved it 💞💞💞,5
2Bed,Bed,2
2Bad experience,Bad experience,2
2Striching is not well,Striching is not well,2
"4The color of the pants is a little different..but the fittings are very nice, the fabric is also very nice..","The color of the pants is a little different..but the fittings are very nice, the fabric is also very nice..",4
4Nice pant fitting n height is also comfortable delivery boy is delivered exact time thanks ekart Flipkart 👍,Nice pant fitting n height is also comfortable delivery boy is delivered exact time thanks ekart Flipkart 👍,4
5Good quality product according to price,Good quality product according to price,5
5Fit Pants 👍,Fit Pants 👍,5
5Best Quality Best fitting,Best Quality Best fitting,5
5Awesome as aspected,Awesome as aspected,5
5Regular fit as aspected,Regular fit as aspected,5
2Normal 😴,Normal 😴,2
4Quality is ok up to the mark,Quality is ok up to the mark,4
5Very good product but it's mori is short,Very good product but it's mori is short,5
1Don't buy thise product,Don't buy thise product,1
4Fabric could be a better way,Fabric could be a better way,4
5Nice protect,Nice protect,5
5Best quality of this range.,Best quality of this range.,5
"4Perfect sized pant, just altered little as I needed, otherwise perfect fitting","Perfect sized pant, just altered little as I needed, otherwise perfect fitting",4
5Good Product with Good Price 👍🏻,Good Product with Good Price 👍🏻,5
5I like this product 😍🔥,I like this product 😍🔥,5
5Good 👍 30 size,Good 👍 30 size,5
5The product is good in overall. I liked the color very much but it looks like it can lose its color when wash!,The product is good in overall. I liked the color very much but it looks like it can lose its color when wash!,5
1Poor quality synthetic material not cool,Poor quality synthetic material not cool,1
5Quality good thanks Flipkart 🤩😌,Quality good thanks Flipkart 🤩😌,5
5Best fabrics and very very comfortable,Best fabrics and very very comfortable,5
5Quality is to good...I love this product,Quality is to good...I love this product,5
4Good product 💯,Good product 💯,4
3Pocket should be added,Pocket should be added,3
5Best fabric.... Fitting awesome....,Best fabric.... Fitting awesome....,5
"4Good, Value for money","Good, Value for money",4
5Good..but liitke discomfort from solder sude..but overall good package,Good..but liitke discomfort from solder sude..but overall good package,5
"5Comparatively both price and quality was too good, honestly speaking I recommend to buy this product 😄","Comparatively both price and quality was too good, honestly speaking I recommend to buy this product 😄",5
5Soft fabric....very nice product...i ordered it for my papa❤️❤️❤️😍😍,Soft fabric....very nice product...i ordered it for my papa❤️❤️❤️😍😍,5
5Thank you nice t-shirt,Thank you nice t-shirt,5
"5Very comfortable product,","Very comfortable product,",5
3Size was ok but product quality is not so good compared to price of the product,Size was ok but product quality is not so good compared to price of the product,3
3Super 👌,Super 👌,3
3Super 👌 thank you flipkart,Super 👌 thank you flipkart,3
5Good material,Good material,5
3Beautiful 🥰,Beautiful 🥰,3
5V.nice,V.nice,5
5It is actually very good. Worth for money. Quality of cloth and quality of stitches are good.,It is actually very good. Worth for money. Quality of cloth and quality of stitches are good.,5
5Good liking and good fitting,Good liking and good fitting,5
5I like it 😊,I like it 😊,5
3Super hero in the world 🌎 in,Super hero in the world 🌎 in,3
5It's super in quality and fitting...,It's super in quality and fitting...,5
1The Tshirt is no XXL very tight and its not fitting me a all,The Tshirt is no XXL very tight and its not fitting me a all,1
1Not very nice,Not very nice,1
5Kurta is very Nice. Well Tailored.,Kurta is very Nice. Well Tailored.,5
1Kunwar quality poor,Kunwar quality poor,1
"5Good

Looking very nice","Good

Looking very nice",5
2Not a good,Not a good,2
1Very poor stitching,Very poor stitching,1
2Size is correct but very tite,Size is correct but very tite,2
5Bestt quality,Bestt quality,5
5the cloth is very good o,the cloth is very good o,5
1Lower quality,Lower quality,1
3Good quality not bad,Good quality not bad,3
2Not like,Not like,2
5Good product value for money Thanku,Good product value for money Thanku,5
3Nice kurta,Nice kurta,3
4Thank you,Thank you,4
5Product quality is good,Product quality is good,5
5Good product and good quality. prices satisfyied,Good product and good quality. prices satisfyied,5
4Nice product and good quality fabric in price,Nice product and good quality fabric in price,4
"5Really. best product in this price.
Perfect fitting and Good Fabric.","Really. best product in this price.
Perfect fitting and Good Fabric.",5
1Very bad quality and not a cotton,Very bad quality and not a cotton,1
5Your best quality👍,Your best quality👍,5
2is not good,is not good,2
5Very nice product😊💞,Very nice product😊💞,5
5Super quietly 🥰🥰🥰,Super quietly 🥰🥰🥰,5
5Supper kurtha thanks flipcart❤️❤️,Supper kurtha thanks flipcart❤️❤️,5
4Too good,Too good,4
"5Very Nice , Value of Price .","Very Nice , Value of Price .",5
"5What a quality, loved this brand..","What a quality, loved this brand..",5
5Good kurta and good quality,Good kurta and good quality,5
4Nice product...,Nice product...,4
5Color is matching with face tone. . It's very good,Color is matching with face tone. . It's very good,5
5Nice product good qwality,Nice product good qwality,5
5Product is good and awesome 😎,Product is good and awesome 😎,5
4Good quality product,Good quality product,4
4Perfect 👌👌👌👌,Perfect 👌👌👌👌,4
4A1 product thank you Flipkart,A1 product thank you Flipkart,4
5Super nice,Super nice,5
4Overall good 👍.,Overall good 👍.,4
"5Very good size M
I am so happy ☺️ thank you Flipkart","Very good size M
I am so happy ☺️ thank you Flipkart",5
2Bad product.,Bad product.,2
5Amazing feeling this shirt is very nice variety,Amazing feeling this shirt is very nice variety,5
1Very very bad shirt 😡,Very very bad shirt 😡,1
5Good 👍...,Good 👍...,5
"5Shirt quality is best 👍
Good","Shirt quality is best 👍
Good",5
5Darun,Darun,5
1Not for good very bad . Worth quality,Not for good very bad . Worth quality,1
1Not fit,Not fit,1
3Very good .,Very good .,3
1So bad,So bad,1
5Very Comfortable and good looking,Very Comfortable and good looking,5
"5Nice product, Never This brand has never let me down ,, relaible product , Comfortable to wearing , stretchable , Good print , I used this brand arround 2 years ।। XL size is good for XL size consumer ।।। Reasonable price ।। Must buy ।।","Nice product, Never This brand has never let me down ,, relaible product , Comfortable to wearing , stretchable , Good print , I used this brand arround 2 years ।। XL size is good for XL size consumer ।।। Reasonable price ।। Must buy ।।",5
5Nice shirt❤️❤️,Nice shirt❤️❤️,5
5Love this pro,Love this pro,5
5Gd product,Gd product,5
5Very nice product l love it,Very nice product l love it,5
"4It is totally synthetic material
No need of iron on it
Very very lightweight
Feels comfortable
Have to wear vest under this shirt because it doesn't absorb your sweat","It is totally synthetic material
No need of iron on it
Very very lightweight
Feels comfortable
Have to wear vest under this shirt because it doesn't absorb your sweat",4
"4The material was wow.but all the shirts shown are not available, why? So far it's good","The material was wow.but all the shirts shown are not available, why? So far it's good",4
5Good 👍🏻 Nice 🙂,Good 👍🏻 Nice 🙂,5
"3Moderate
The main problem is no pocket","Moderate
The main problem is no pocket",3
3Nice shirt and fitting,Nice shirt and fitting,3
5Comfortable feel in summer atmosphere,Comfortable feel in summer atmosphere,5
5Good 👍product,Good 👍product,5
5Not comfortable overall is good,Not comfortable overall is good,5
5It's good item,It's good item,5
2Below average product,Below average product,2
2Below average shirt,Below average shirt,2
1Colour mismatch,Colour mismatch,1
5Very good febric thanks Flipkart,Very good febric thanks Flipkart,5
4Very nice product 👌,Very nice product 👌,4
5Very nice shirt Paisa wasool....,Very nice shirt Paisa wasool....,5
5Nice product Thank you Flipkart,Nice product Thank you Flipkart,5
5Superb product... Must buy... Worth each Penny,Superb product... Must buy... Worth each Penny,5
5Nice sert,Nice sert,5
"5Excellent design, i like it, best quality at this price","Excellent design, i like it, best quality at this price",5
5This shirt is really very Awesome and useful,This shirt is really very Awesome and useful,5
3Nice product... i am happy 😊,Nice product... i am happy 😊,3
1Bad 👎 quality,Bad 👎 quality,1
4Nice Shirt 👍,Nice Shirt 👍,4
4Fantastic shirt,Fantastic shirt,4
"5A very good product , febric quality is very good","A very good product , febric quality is very good",5
5Superb quality. Comfortable to wear.,Superb quality. Comfortable to wear.,5
3Good 4 daily wear,Good 4 daily wear,3
3Cloth Mentioned Was Cotton Blend But It Lykra,Cloth Mentioned Was Cotton Blend But It Lykra,3
5I am very happy 😊😊😊😊😊,I am very happy 😊😊😊😊😊,5
"4Very good value for money
U can go ahead for buying this shirt","Very good value for money
U can go ahead for buying this shirt",4
5NICE SHIRT,NICE SHIRT,5
5I'm is parfekt t sarts dhanyabad filipkart full paesa vasul ise jarur kharede,I'm is parfekt t sarts dhanyabad filipkart full paesa vasul ise jarur kharede,5
3Fabric is good.,Fabric is good.,3
4Nice. But long one,Nice. But long one,4
4Nice quality in this price and osm fitting,Nice quality in this price and osm fitting,4
3Perfect 🔥🔥,Perfect 🔥🔥,3
5Nice product good quality and looking,Nice product good quality and looking,5
5Osm products a I'm very happy😊😊,Osm products a I'm very happy😊😊,5
5Best quality and best colur 😎,Best quality and best colur 😎,5
4Product quantity is very good,Product quantity is very good,4
4Really osm product,Really osm product,4
4Nice shirt good quality,Nice shirt good quality,4
5Good product 👌👌,Good product 👌👌,5
5Good 😊👍,Good 😊👍,5
5Nice product ❤️,Nice product ❤️,5
5It's amazing 😍🤩,It's amazing 😍🤩,5
5Smooth and shine 😍,Smooth and shine 😍,5
5I love it thanks team👍👍👍,I love it thanks team👍👍👍,5
"5Very nice product
Value for money","Very nice product
Value for money",5
5Price wise its ok ok ✅👍,Price wise its ok ok ✅👍,5
3Tshirt fabric is too light like vest cloth.not pure cotton....but it's look good and light weighted.thats why I liked it...I bought large size.,Tshirt fabric is too light like vest cloth.not pure cotton....but it's look good and light weighted.thats why I liked it...I bought large size.,3
3Super .,Super .,3
5osm,osm,5
5This t-shirt was amazing 👌👌 I like the product it is worth it . must buy product 👍 and thanku flipkart...,This t-shirt was amazing 👌👌 I like the product it is worth it . must buy product 👍 and thanku flipkart...,5
4This is to good quality mst hai boss ❤,This is to good quality mst hai boss ❤,4
4Suitable for black boys 🖤,Suitable for black boys 🖤,4
5Nice product Nice my body protect,Nice product Nice my body protect,5
4very nice 👍👍👍,very nice 👍👍👍,4
"5Nice Tshirt, thanks Flipkart","Nice Tshirt, thanks Flipkart",5
3Quality not good,Quality not good,3
5Best quality 👌👌,Best quality 👌👌,5
5Very nice tshirt,Very nice tshirt,5
5Love this amazing t shirt,Love this amazing t shirt,5
4Supab,Supab,4
4Very good t_shirt,Very good t_shirt,4
5Mind blowing product,Mind blowing product,5
4Darun,Darun,4
4The product is good but the size os very small,The product is good but the size os very small,4
4Nice 🙂🙂 comphotable,Nice 🙂🙂 comphotable,4
4Super se v upper QUALITY 🔥🔥🔥🔥,Super se v upper QUALITY 🔥🔥🔥🔥,4
4Awesome 👍👍👍👍👍,Awesome 👍👍👍👍👍,4
3Good Quality product 👍👍,Good Quality product 👍👍,3
5Nice 🙂👍,Nice 🙂👍,5
3Not fit,Not fit,3
3Very good product I like it😍,Very good product I like it😍,3
5Awesome 💯,Awesome 💯,5
1Febric qwality so cheap don't buy i hate.. this tshirt,Febric qwality so cheap don't buy i hate.. this tshirt,1
3It's good for single boys 😁,It's good for single boys 😁,3
5Good quality 😌,Good quality 😌,5
5nice product 👌,nice product 👌,5
5Very good 😊👍,Very good 😊👍,5
5Ok ok,Ok ok,5
5Very nice. its a very owsem and very soft,Very nice. its a very owsem and very soft,5
5Nice t shirt with best quality,Nice t shirt with best quality,5
5Nice and beautiful thanks flipcart❤️🥰,Nice and beautiful thanks flipcart❤️🥰,5
"5Very good, 👍","Very good, 👍",5
5Good product and good service,Good product and good service,5
5best colour &fitness is good,best colour &fitness is good,5
5I brought this for my father and he liked it so i am happy too saw this and our delivery boy is very good he always delivered product in time overall very good experience thanks flipkart 😌😌 highly recommend,I brought this for my father and he liked it so i am happy too saw this and our delivery boy is very good he always delivered product in time overall very good experience thanks flipkart 😌😌 highly recommend,5
"4Size s ok
Very good 👍","Size s ok
Very good 👍",4
1The sleeves are way too short and is designed more like a girls t shirt.,The sleeves are way too short and is designed more like a girls t shirt.,1
4Super se upar,Super se upar,4
5Very good productb,Very good productb,5
5Supppeeerrr,Supppeeerrr,5
5Fantastic cloth awesome,Fantastic cloth awesome,5
"2Low quality, do not buy","Low quality, do not buy",2
2Material cheap quality,Material cheap quality,2
4Very smooth and comfortable very nice shirt ..,Very smooth and comfortable very nice shirt ..,4
5Nice product 😊😊,Nice product 😊😊,5
"5Good product,","Good product,",5
5Very very nice t-shirt,Very very nice t-shirt,5
4Good product... 😍,Good product... 😍,4
5Very good quality of the fabric I love the quality of fabric but one problem is there that if you buy in your size so after that also it is loose nothing else quality is good👍❤️,Very good quality of the fabric I love the quality of fabric but one problem is there that if you buy in your size so after that also it is loose nothing else quality is good👍❤️,5
5Bast is daa man,Bast is daa man,5
5Nice product💯😲,Nice product💯😲,5
"2Bad quality. After wash the printing was spoiled
Fabrics was so bad","Bad quality. After wash the printing was spoiled
Fabrics was so bad",2
4It's satisfying product,It's satisfying product,4
3Good....,Good....,3
5Was good but fading quality...👎,Was good but fading quality...👎,5
4Awesome product 🥰🥰❤️,Awesome product 🥰🥰❤️,4
5Super 👌 i like it😍,Super 👌 i like it😍,5
4Nice t shirt 😊,Nice t shirt 😊,4
5Best quality 👌,Best quality 👌,5
3Good look,Good look,3
3Product are same thank you Flipkart,Product are same thank you Flipkart,3
3#Rohit singh nice prodat 💯💯,#Rohit singh nice prodat 💯💯,3
5Nice fitting 😁,Nice fitting 😁,5
5Nice very nice 👌😊,Nice very nice 👌😊,5
2Low quality of fabric not expected,Low quality of fabric not expected,2
2Quality is not good compared to prize 🙏🏽,Quality is not good compared to prize 🙏🏽,2
4Nice product 😊,Nice product 😊,4
4Nice product 👍☺️.,Nice product 👍☺️.,4
4New prodect 🥰,New prodect 🥰,4
4Nice t-shirt 👍🥰🥰,Nice t-shirt 👍🥰🥰,4
3Good product but very thin,Good product but very thin,3
5Nice 👍 look,Nice 👍 look,5
3Dog is good quality,Dog is good quality,3
3Not great only good,Not great only good,3
3Nyc,Nyc,3
5I like t shirt,I like t shirt,5
5Very good 😊😊,Very good 😊😊,5
5Nice to meet t shirt,Nice to meet t shirt,5
"5Best cloth best design and match with photos
It's best cloth forever buy now","Best cloth best design and match with photos
It's best cloth forever buy now",5
5Super 😊😊,Super 😊😊,5
5This product is amazing,This product is amazing,5
5Most beautiful lovely t-shirt I love Flipkart,Most beautiful lovely t-shirt I love Flipkart,5
5Excllelent product,Excllelent product,5
5Nice product awesome to wear ❤️,Nice product awesome to wear ❤️,5
5💯Super 💞Nice ⭐ product 👌💯💯💯💯,💯Super 💞Nice ⭐ product 👌💯💯💯💯,5
5Nice product according to me . Very light weight comfortable😌,Nice product according to me . Very light weight comfortable😌,5
5I'm very happy,I'm very happy,5
5Good product ❤️❤️,Good product ❤️❤️,5
5Nice job 👍,Nice job 👍,5
5Every thing is good but the sleeve length was not long which i expected to be. Overall this is a good product.it would look better if you wear a black sleeves with it.,Every thing is good but the sleeve length was not long which i expected to be. Overall this is a good product.it would look better if you wear a black sleeves with it.,5
5Very good product 👍🏻👍🏻,Very good product 👍🏻👍🏻,5
1good,good,1
5Very good Product 👈😘😘,Very good Product 👈😘😘,5
2The quality is fair not good or not bad,The quality is fair not good or not bad,2
4Elegant as well as modern design. Nice product in this price. Must buy for youngsters. Vibrant and fresh colors. Worth the price.,Elegant as well as modern design. Nice product in this price. Must buy for youngsters. Vibrant and fresh colors. Worth the price.,4
5I really most,I really most,5
3Cheap Quality But Nice 💖,Cheap Quality But Nice 💖,3
5Excellent t shirt,Excellent t shirt,5
5Naec,Naec,5
5Fabulous t shirt in this price range,Fabulous t shirt in this price range,5
1T shirt is very bad klath problem with me,T shirt is very bad klath problem with me,1
5Very nice 🙂🙂,Very nice 🙂🙂,5
5So Beautiful ❤️❤️❤️❤️,So Beautiful ❤️❤️❤️❤️,5
5Nice dude worth it 💯💯💯💯,Nice dude worth it 💯💯💯💯,5
5It good 😌,It good 😌,5
5Product was nice but cloth was thin,Product was nice but cloth was thin,5
5It's very good t shirt,It's very good t shirt,5
5Very good quality in this price ✌️,Very good quality in this price ✌️,5
5Love it 💗💫😊,Love it 💗💫😊,5
5Very very good,Very very good,5
5Good Fabric,Good Fabric,5
"4Nice item, but size is not fit, so go with exchange","Nice item, but size is not fit, so go with exchange",4
5Very nice products,Very nice products,5
5Waoo it's looking real as shown as catlog,Waoo it's looking real as shown as catlog,5
5Best Products 😉,Best Products 😉,5
5Awsom,Awsom,5
5Good product cloth qualities good,Good product cloth qualities good,5
5Nice products to saller,Nice products to saller,5
"5Very nice product
I am happy with this
Thank you Flipkart ☺️","Very nice product
I am happy with this
Thank you Flipkart ☺️",5
4Nice t-shirt,Nice t-shirt,4
3Good.. very nice,Good.. very nice,3
5very good quality...loved the design n look....,very good quality...loved the design n look....,5
5Nich product,Nich product,5
5Best product 👌,Best product 👌,5
4Gudd,Gudd,4
4Perfect,Perfect,4
"5Really good tshirt, u can go for it guys👍","Really good tshirt, u can go for it guys👍",5
5I like it fiting and everyone says its cool,I like it fiting and everyone says its cool,5
5Excellent 👌👌👌👌👌👌👌👌,Excellent 👌👌👌👌👌👌👌👌,5
4Really nice product and good quality,Really nice product and good quality,4
5Nice super 😎,Nice super 😎,5
5Best quality 😀😀,Best quality 😀😀,5
5Awesome quality and all,Awesome quality and all,5
"4I have done in 4Star, vry gud and comfortably, gud tq fcrt","I have done in 4Star, vry gud and comfortably, gud tq fcrt",4
"3Average, too much valu","Average, too much valu",3
4Best fit cloth material is good,Best fit cloth material is good,4
1don't buy quality is not good,don't buy quality is not good,1
4Product quality best hai,Product quality best hai,4
3Not so good but seems okay for price,Not so good but seems okay for price,3
5Value of money.... Gorgeous Product nd delivery is good ...thanks a lot Flipkart ❤️🙏,Value of money.... Gorgeous Product nd delivery is good ...thanks a lot Flipkart ❤️🙏,5
5Good quality and good service,Good quality and good service,5
2dont like thi product,dont like thi product,2
2Cloth is a very bad 👎 Don't by,Cloth is a very bad 👎 Don't by,2
5Awesome shirt,Awesome shirt,5
5Naic,Naic,5
4I purchased this t shirt cost of 360 and the quality of product is worth for the amount.,I purchased this t shirt cost of 360 and the quality of product is worth for the amount.,4
4Fabric quality is good for the selling price of Rs. 360,Fabric quality is good for the selling price of Rs. 360,4
3Fabric quality is not good,Fabric quality is not good,3
4Best hai,Best hai,4
3Velue for money 🤑,Velue for money 🤑,3
5Nice T-shirt,Nice T-shirt,5
4Nice product. Quality is good,Nice product. Quality is good,4
1Not worth,Not worth,1
3Quality acchi lagi,Quality acchi lagi,3
5God prodact,God prodact,5
4Best quelity,Best quelity,4
5Nice but exchange only winter products,Nice but exchange only winter products,5
5Nice product (super),Nice product (super),5
3Quality is ok ....but rate is higher then quality...,Quality is ok ....but rate is higher then quality...,3
5Nice fiting and beautiful look,Nice fiting and beautiful look,5
5Splendid,Splendid,5
3Manageable,Manageable,3
5Love it highly recommend,Love it highly recommend,5
5Darun all season💚💚,Darun all season💚💚,5
5Very good quality at this price.,Very good quality at this price.,5
3Looks good,Looks good,3
3Quality not bad,Quality not bad,3
5Love this product thanks flip kart,Love this product thanks flip kart,5
"4Product quality is good. But Its not pure cotton , it's some silk silky 🫤 but ! Good ! 🫶🏻","Product quality is good. But Its not pure cotton , it's some silk silky 🫤 but ! Good ! 🫶🏻",4
5Good product and good quality 👍👍👍,Good product and good quality 👍👍👍,5
"5Mind Blowing Dress 🤩🤩🤩🔥💕🥰🌟 Nice Dil Khus Ho Geya🤩💥💥❤️🔥🔥 Awesome Shirt, Nice Style Must, Value For Money, Buy Now Friends 🥰💥","Mind Blowing Dress 🤩🤩🤩🔥💕🥰🌟 Nice Dil Khus Ho Geya🤩💥💥❤️🔥🔥 Awesome Shirt, Nice Style Must, Value For Money, Buy Now Friends 🥰💥",5
5Very nice super quality 5⭐⭐⭐⭐⭐,Very nice super quality 5⭐⭐⭐⭐⭐,5
5Very nice and best price shirt,Very nice and best price shirt,5
"4Good product
Worth buying
Nice fitting
Overall good","Good product
Worth buying
Nice fitting
Overall good",4
5Absolutely beautiful Outfit. I like it.,Absolutely beautiful Outfit. I like it.,5
5Nice very smooth cotton,Nice very smooth cotton,5
5Hi so Good 👍,Hi so Good 👍,5
3Super 😍,Super 😍,3
4Mixed fabric not cotton and this will create more heat to body ij sunny days.. Overally good in this price,Mixed fabric not cotton and this will create more heat to body ij sunny days.. Overally good in this price,4
4Very nice product under this amount and enjoy,Very nice product under this amount and enjoy,4
4Nice look good fit,Nice look good fit,4
4Good product 👍❤️,Good product 👍❤️,4
4Nice 🙂👍,Nice 🙂👍,4
3Quality of the product is very very bad... It's not cotton shirt,Quality of the product is very very bad... It's not cotton shirt,3
